Sensor_ID,Temperature,Vibration,Pressure,Voltage,Current,FFT_Feature1,FFT_Feature2,Anomaly_Score,Fault_Type,Year,Month,Day,Hour,Minute
150,0.42563659120998915,0.6626197725199725,0.3943767834686989,0.45867819948163485,0.5723280791589316,0.3819676099807537,0.22570162320120796,0.03312134214245163,1,2015,2,5,20,53
165,0.30689512790962864,0.5120690926716605,0.49973497572574627,0.4484342178924831,0.6793634847938872,0.2338107278741062,0.6434992513087202,0.2604746247122396,1,2015,1,22,1,33
160,0.6988295363312702,0.4869001532137951,0.6367552008821353,0.6575022701017336,0.531922081359435,0.9213516102848102,0.7563477287452229,0.34570310556083184,1,2015,1,1,18,30
177,0.5444184749793731,0.46123485899227845,0.4245780193683088,0.5064432884542655,0.42504674383585567,0.18257518350987775,0.23631442915707926,0.4373781488232889,1,2015,1,31,14,30
170,0.3710033132574506,0.6885692110126638,0.5826746674367341,0.42210544221632257,0.32493695308778237,0.8318153114929137,0.8608612580582697,0.35179015184377627,1,2015,1,20,21,31
129,0.6249800777717154,0.5465313320868539,0.42625148279133085,0.30597598345100113,0.3825569844841382,0.5548678519744795,0.6794736832455051,0.5770372905705128,1,2015,1,15,15,49
127,0.5499243283338818,0.5897965118263125,0.5961508392272692,0.5735755919881238,0.586155699108067,0.6471103244274411,0.15486795232587944,0.6969281701163865,1,2015,1,27,14,54
178,0.5755837930541255,0.46483123426977313,0.47884073744199496,0.5154032659030395,0.6629350997675377,0.6064628645731104,0.20030286111717388,0.3039845918533698,1,2015,1,14,19,8
137,0.6777987820779582,0.5824620672328077,0.3124565655614373,0.58581443888029,0.49535711495274304,0.9593872563596445,0.9586300672285931,0.7274733621253678,1,2015,1,20,15,21
157,0.43288818517475675,0.5659032612260864,0.23854410719600042,0.4118964300978707,0.6753897542491484,0.44247146307087293,0.32346123992047743,0.5305675513951165,1,2015,1,30,9,48
166,0.6070622572396235,0.44029470197816917,0.624485203450097,0.27701031307132146,0.4029093556614079,0.7247779421206231,0.7278061786270541,0.19131344893684057,1,2015,1,27,6,18
122,0.8549181888749957,0.43701216784789104,0.2372108639823422,0.6663427388635021,0.5446948183612443,0.08849599481436397,0.36723449637835204,0.5385679995315977,1,2015,1,11,0,48
159,0.6672990257980358,0.5291562279950974,0.6777928144575763,0.11935805302028304,0.6971809330230689,0.9511825048893262,0.04400555388274952,0.8368881265058719,1,2015,2,2,15,15
103,0.3101814655321577,0.5661998342882487,0.493018954283396,0.37679607616677524,0.5772777411190321,0.8646926508569681,0.9034704837706663,0.29876622717723217,1,2015,1,24,7,27
147,0.41672066116075496,0.3065469742402137,0.6440878836702837,0.5319305407380726,0.5828420670754104,0.23348830469382936,0.9146743424169375,0.4107427186705962,1,2015,1,9,13,46
142,0.5086101681758263,0.415492077232911,0.6263916167385128,0.42625474938689606,0.5904984456537166,0.08258568078256678,0.9598062864743292,0.7456645299384848,1,2015,1,18,3,47
192,0.6999703085653416,0.49996540723360855,0.5407995653669416,0.6501972544115319,0.5031410773416248,0.5039156906277722,0.6249097391164903,0.6984204740151497,1,2015,1,13,1,42
125,0.38712948367987565,0.45976606959744504,0.4351839884660518,0.5066879103682805,0.5855379046358752,0.3798343604087403,0.7444467695538575,0.7731482855254765,1,2015,2,27,23,29
107,0.556965343813156,0.5582782204570107,0.6405783553750688,0.2633876537670835,0.5870382109734229,0.5604877539674501,0.22390786740869062,0.1350627673192125,1,2015,1,8,6,28
106,0.5807277313654498,0.5367895242249295,0.3772629438512353,0.4358983129391293,0.7723668653208268,0.6340751375691389,0.8089669988222822,0.6376968670943918,1,2015,1,15,7,6
174,0.7379438670290777,0.5982879177854111,0.4244401125118435,0.4020537858181324,0.434413674271603,0.5505963348262305,0.3231198567465846,0.913032893309199,1,2015,1,8,12,44
178,0.6538499169259762,0.5751905703055012,0.4769623280565913,0.5534274152792203,0.8303630382118979,0.7550879097883789,0.8734295790457475,0.28497761186211673,1,2015,2,30,20,45
144,0.3235720553943443,0.3589548624398768,0.3931799944882878,0.4696340667544011,0.5043806208781236,0.7128753865793663,0.13554762438210785,0.44277359206986866,1,2015,1,3,22,12
142,0.2599597924916257,0.5018063540121624,0.38131900504345556,0.34763062704356185,0.2909603470802272,0.5887338156712848,0.011435894181412918,0.22537257509420494,1,2015,1,23,18,3
179,0.4687594291944124,0.46738232967733306,0.5077688304478334,0.5106310221838959,0.698721106994785,0.687948656210701,0.1779096136862314,0.8939501859451112,1,2015,1,14,2,25
117,0.32510877921378056,0.4587234397481544,0.5474528684091302,0.44874478188288996,0.3673913642619007,0.7260631667274194,0.6409381500473543,0.3785992085275524,1,2015,1,2,0,15
171,0.42012385310246186,0.5911835657837821,0.255324832650614,0.6453012127043515,0.7096245387658101,0.5437413362557121,0.9830020925041949,0.35542706682843206,1,2015,1,24,1,43
104,0.5937146170690605,0.6311789822519918,0.3948498889470851,0.4462259084861182,0.4408539441606723,0.32337239106920423,0.42276572492114406,0.8898072175983021,1,2015,1,22,21,31
141,0.7223190699809161,0.7020882235155392,0.22052581263763263,0.6036895929213821,0.5719071862989946,0.3140878020510402,0.9043103245175915,0.7380394484773353,1,2015,1,11,22,39
128,0.5450725089888075,0.5643006660874339,0.43589917259105854,0.6749623658393127,0.620297627102458,0.8937599317898018,0.3826426891209539,0.8496982736180003,1,2015,2,8,2,42
193,0.3533304104179827,0.4886662263736192,0.6089731315885599,0.6174954354623291,0.39490575760224256,0.6620309372364702,0.3223394806796306,0.6150469659041062,1,2015,1,1,9,40
164,0.3654295303622898,0.5652408211347046,0.44602354589075627,0.4551730189819772,0.3544750445757031,0.6143244618621859,0.9782368428042557,0.6712116001606313,1,2015,1,19,22,8
106,0.3341440878530187,0.5268840627998422,0.27017762662899303,0.6055270944369178,0.7004106050855601,0.8251671720461154,0.24090148542235032,0.2197456726430151,1,2015,1,14,1,47
130,0.6827217166933571,0.5169033365611204,0.49447525614911414,0.4516472405813064,0.37413796295687457,0.2884664962995693,0.346747088797924,0.2400730377918667,1,2015,1,10,22,6
115,0.5768773821087216,0.4936815249587044,0.32381179530499676,0.6607827683375667,0.5624866263227015,0.3035526425043058,0.4276884686529311,0.5664736171690475,1,2015,1,6,3,19
110,0.5592895870808513,0.497601694042285,0.5454723604633813,0.2996347471123391,0.5690143254279899,0.8137727949011981,0.45787390065880146,0.3744433898289321,1,2015,1,27,14,21
160,0.6306863077807919,0.4843665104020358,0.4531203403354025,0.4648327218435751,0.48040761494468326,0.4648764361438929,0.8253825049437253,0.4309098067362469,1,2015,1,1,21,55
134,0.39854104632733284,0.3512718005423161,0.39873709650735345,0.5932621813353394,0.4606086566016692,0.13374727877438428,0.3150677893793938,0.8577296887008079,1,2015,1,24,2,46
136,0.4620693071304553,0.4852343809932336,0.46765047988239095,0.26999999018221277,0.5049953829202207,0.810061608990696,0.3438450925096592,0.8992983430840592,1,2015,2,16,13,43
137,0.5007360146026653,0.4091057101219171,0.5149129178461689,0.5246542803034745,0.5030951140143762,0.8228889698992353,0.01582544598986221,0.41680601249510496,1,2015,1,26,19,50
189,0.5898374922511458,0.5903041205061332,0.4717517724491766,0.42056377753867014,0.61149791950455,0.2662505820358966,0.08506022797871007,0.8122445640898203,1,2015,1,12,15,23
189,0.4622566887073565,0.3412950348102708,0.36275715628332,0.685635083091397,0.616090655211982,0.7082376842895656,0.14436604790647004,0.8390791436897456,1,2015,1,2,7,17
166,0.5739825599064341,0.5208452195564428,0.49209233670163866,0.5401985361356427,0.569010220482126,0.084030870858462,0.504390191243505,0.26276981039958996,1,2015,1,6,9,56
114,0.7333178730624598,0.4251923129225533,0.6672333535087094,0.2573881541096983,0.7020397873718651,0.5756528811230117,0.5998374998311833,0.5855782161920519,1,2015,2,28,12,17
186,0.35165912809512584,0.5679368911593982,0.3677653078677609,0.28896860557824816,0.6650361214273294,0.5615790950386323,0.17530324657442492,0.5206692467205807,1,2015,1,24,14,10
181,0.6675674074704215,0.5570229102750903,0.3966310468846498,0.2708134123257207,0.5391886942440557,0.6274175375364099,0.10946344460383461,0.864629106042142,1,2015,1,23,5,23
111,0.5677157453258574,0.5759992257178259,0.4247894479924689,0.3800646062321966,0.294048920360303,0.060759544965225835,0.21631852031637172,0.6377278586056522,1,2015,1,25,1,38
158,0.6034123811364395,0.547702013790559,0.36995810683862007,0.48534747949140455,0.623305878162415,0.47026474442437505,0.9577201754123208,0.2077719505470103,1,2015,1,27,12,44
157,0.4742865383686134,0.5295399379268098,0.34497158248193094,0.5643454805396131,0.6910437951780709,0.740473215924684,0.09799484064810123,0.39201468568695985,1,2015,1,10,21,13
187,0.5898133422470858,0.4947008910236546,0.5741661954707137,0.5413434721478907,0.5074882395755873,0.1780917537593765,0.36767668391809716,0.7103069346625852,1,2015,1,23,21,30
160,0.4385847602875198,0.6546059084329553,0.22162430660732693,0.46062473609723725,0.5347571050282248,0.2506947101663217,0.9074828364141416,0.25372223917859027,1,2015,1,23,9,46
139,0.47833559900830036,0.4516200667286828,0.4719737730530641,0.6077212287747716,0.3314747106135018,0.11781733370130805,0.3511587476282745,0.6176216321523099,1,2015,1,5,2,23
118,0.4072415048383389,0.545820919603999,0.44049148623049345,0.4208684792201788,0.539709746021841,0.45041908479397963,0.07527274887969768,0.31706857579147113,1,2015,1,20,5,16
167,0.7182389035083594,0.45141425400782864,0.5481864221066575,0.5513741347495242,0.5580842848595151,0.8773337234593027,0.24818167172078331,0.13410664560376148,1,2015,1,4,6,20
128,0.5695296725162807,0.49566412528131315,0.41794160351721066,0.4466387859778274,0.7719789387490208,0.6274979023366231,0.8678632719153188,0.4615333199992252,1,2015,1,23,13,25
105,0.5148877165799739,0.573620106205705,0.28744938618440286,0.38253417485750046,0.6212949139985724,0.5555417165565417,0.5487788905981253,0.32498089746572895,1,2015,1,5,1,10
189,0.7643825548360978,0.6253925084654233,0.43017361737153464,0.5352841533617063,0.6959338964329449,0.3546682874590819,0.9614997892653874,0.5168614660342041,1,2015,1,26,10,24
190,0.48741848225191736,0.37245918058796423,0.31295706873353685,0.4308762617253714,0.44353702496668795,0.7480478794476993,0.03377605598110753,0.341046224661311,1,2015,1,1,3,19
163,0.340397786973212,0.5706076465147806,0.6049245319878286,0.5176874775829458,0.7064808136646868,0.623245380661515,0.1013852398170832,0.41357361476014076,1,2015,1,5,11,8
176,0.4840646547512852,0.6039046853597476,0.124501000868027,0.5154508207673416,0.6030710169752802,0.5790106667727424,0.8361019396091139,0.48503080436182927,1,2015,1,14,4,2
158,0.4542059704417016,0.48586408475688053,0.430844997718821,0.4334269327195796,0.4775739554907226,0.8345046354362557,0.06387312779163011,0.18060179111661204,1,2015,1,5,15,3
147,0.559634497352951,0.6679274731210142,0.462294949724361,0.4560682008505983,0.5375158700252813,0.9087510359470385,0.9098778633616995,0.368749632373237,1,2015,1,3,20,52
192,0.45665531772919776,0.6138749879327997,0.35315075656500594,0.5383877231428371,0.5059722676435622,0.5990696886612388,0.6828878657143157,0.4651652685812546,1,2015,1,4,19,3
120,0.3782992702062212,0.5629935667898563,0.49043694010351463,0.49386724092580286,0.45477288233748386,0.7538621825305436,0.6535477399059002,0.11831603401386069,1,2015,1,11,10,52
131,0.4046775358043076,0.4352017445949201,0.23891550802566563,0.500380039976007,0.8602247572722574,0.6454845360970312,0.17287491097275187,0.7430381719500264,1,2015,1,20,1,33
175,0.6494587559542886,0.49830120365415154,0.5136340742116512,0.35490311973805677,0.737475096774312,0.12118254102128323,0.7212920528614313,0.6094262732133685,1,2015,1,2,7,53
134,0.49277616295350274,0.3544230355002816,0.22341525360218806,0.4380996884655251,0.36107908811657835,0.2639003677231355,0.354610973666534,0.25664681577924675,1,2015,1,17,6,5
114,0.7821328580455349,0.6477544879545791,0.4424298429022116,0.5144758406168184,0.49827136150377216,0.7306107472588791,0.5390010222713648,0.5610210745650848,1,2015,1,21,13,54
141,0.39231430977906,0.3077955364813507,0.7318635869614166,0.36047314936524105,0.4139661357317634,0.3019578403003916,0.8087634669260281,0.8926245918046033,1,2015,1,3,15,39
126,0.540659473617319,0.5761426952045605,0.33724198165682956,0.5172948350527661,0.7998208163853169,0.31952639999798554,0.42385534459421903,0.2019105513749728,1,2015,1,25,4,59
178,0.39649121066549664,0.5517981201609711,0.27652360438892043,0.5512591031332545,0.6115251462636309,0.18075090114644166,0.8749581344147174,0.7495707795217491,1,2015,1,1,5,1
107,0.5650774217216022,0.7806747553534006,0.4936516198033473,0.49890009133232055,0.6475968832827422,0.26213497139018027,0.25964898848888274,0.7662312428792885,1,2015,1,16,13,23
128,0.30821423542508514,0.5434980676081917,0.6776356215774986,0.37555183747402976,0.377099024432328,0.43746960849016353,0.9920213451372611,0.5109854193417426,1,2015,1,3,3,45
122,0.5281389279444054,0.6091241774032935,0.3912646691102125,0.457795471094818,0.536180885018247,0.5829213697575307,0.9084994311033201,0.8813501078390499,1,2015,1,28,4,9
134,0.45796585681032154,0.5254385517705694,0.312225481853187,0.6428873637658784,0.5551504281905062,0.640180948136529,0.20967656438615032,0.27318388697369883,1,2015,1,24,1,32
150,0.44563146298706374,0.5256439171075802,0.4550086231968874,0.23571829945943057,0.6240887100347836,0.7797738911299213,0.20093560052096937,0.804780247410158,1,2015,1,2,11,59
139,0.5089026670328135,0.45878386724523934,0.4118864054590658,0.5737295520838824,0.4436709566841648,0.30103310285377627,0.688184280011485,0.9021862473925665,1,2015,1,13,11,33
136,0.5705422819627156,0.45654679298760026,0.31978028097705197,0.49018690515685814,0.559484076771497,0.2402507689729913,0.8374726264928638,0.6259322443969279,1,2015,1,15,8,55
166,0.6522523673379725,0.29493110039955667,0.47904691148263706,0.6853745407731145,0.5858265465828668,0.19434281232840492,0.0778647482076504,0.6715967717496478,1,2015,1,25,17,13
104,0.7421696573408928,0.36273781747097267,0.5143252066995401,0.2638638511240582,0.5856102855571037,0.9484477566742778,0.03285560761258144,0.8258745859569693,1,2015,1,16,17,20
176,0.6346782623960122,0.5074327631564273,0.4654164146093701,0.5725989434591424,0.7398046342371876,0.7209081391839105,0.1776000385585727,0.28314530017563594,1,2015,1,10,20,29
128,0.5842738956881933,0.49673491192959546,0.4476153182864676,0.5497003728795504,0.622840905704063,0.5857980679713255,0.18255766123026396,0.6533573635325192,1,2015,2,30,9,3
143,0.6597931550406823,0.2870644696758396,0.41767151248244355,0.41788422201026526,0.659471936342833,0.44096302018281297,0.6142265510789897,0.6482451030903066,1,2015,1,7,0,46
171,0.6514546308639544,0.35411536988083964,0.37585356877171766,0.5291413680820541,0.5801553741247936,0.5126948786749196,0.45548661859274214,0.39889750500984245,1,2015,1,2,22,31
177,0.2904565400850423,0.3194131469868948,0.3978515303236767,0.5498970657331143,0.5789228104559954,0.4569719557504526,0.3869043627332015,0.3950596601060569,1,2015,1,21,7,36
184,0.4901338517638219,0.5385718473213981,0.3611384240920255,0.4254184249382821,0.5653621326333791,0.9793491012407697,0.9222962525092997,0.018000160969080244,1,2015,1,8,8,28
157,0.5758546415680452,0.6004846211139327,0.376680077752105,0.4912145770977532,0.6062601559673323,0.7482577709152856,0.07617757998877825,0.6828505530878184,1,2015,1,17,18,12
116,0.39752724220164354,0.5124529030904674,0.3350770685449652,0.4926078129052465,0.5706493494670073,0.27280059372514703,0.35498560974199395,0.6888646971616542,1,2015,1,11,17,1
187,0.6030289485503141,0.5076690449613167,0.5038970271881912,0.5801958509749466,0.48042311892138156,0.9309921116533162,0.18056404622409172,0.6243630791179694,1,2015,1,4,12,47
124,0.5240804487305158,0.532263136877269,0.36451204660102576,0.29940032286464485,0.43438883553735824,0.7988734589175858,0.30671969973973917,0.4625180574779118,1,2015,1,18,18,52
178,0.7091626916098739,0.5029949552855821,0.6001772704153957,0.3317152725570669,0.6122877067217865,0.7937655995821264,0.044373123797093635,0.558529588670053,1,2015,1,1,3,59
179,0.6763791059421829,0.568997390549367,0.39701106769542177,0.4752384294372126,0.5986474388809138,0.4889973606332257,0.1479169834153107,0.03158017956738393,1,2015,1,16,5,3
104,0.6294785159454114,0.37936537594876013,0.4347646227707727,0.5879065436071039,0.4115029897411693,0.7670906519146541,0.914956463777442,0.2548937694143736,1,2015,1,3,21,32
183,0.26535765136346207,0.38668813900099175,0.24146764682488764,0.4749535046317194,0.5248488690245774,0.7133092981377367,0.4865153930875481,0.8482780017421458,1,2015,1,4,17,31
140,0.8183811141300386,0.7905754696160379,0.5042838361796484,0.4281109562984045,0.567252736774035,0.8854012602254386,0.532652667357239,0.3264703777999087,1,2015,1,30,20,58
122,0.5465012561602827,0.516350196444728,0.4853734556222499,0.22493859744369069,0.6192927094991321,0.5044438508246849,0.6273910963605821,0.08080609078324841,1,2015,1,27,21,54
177,0.4799770122882632,0.4108341124537557,0.4758194605470123,0.4437675492678751,0.5622559073491419,0.38680498159049725,0.3551191377620417,0.9378202277319688,1,2015,1,27,22,9
135,0.5542966720993413,0.5855932855645621,0.34182327645080357,0.4368049293832424,0.5854637258697959,0.5096990456071321,0.04544630789783602,0.8868271317187134,1,2015,1,3,14,3
148,0.42202760112156645,0.6177118597310178,0.4125440594228444,0.3924681207799578,0.6502665908672022,0.5845755862453339,0.3916383187225649,0.4656051234966262,1,2015,1,25,9,21
170,0.3709040778906298,0.5174286584597361,0.4489092751664267,0.4952620751803517,0.6805856682008575,0.6905119806434445,0.035418743083369585,0.6700172522772825,1,2015,1,4,17,17
110,0.5502746674288869,0.41747250861007196,0.47780100327915054,0.5685983699497705,0.6643417336207839,0.6725538780429701,0.9181205616687983,0.17092027140134228,1,2015,1,22,9,23
144,0.5379288952908319,0.5088977851316719,0.5114068614108913,0.26451816167162084,0.4442461588311199,0.8597708993837762,0.3483268198740589,0.22548949557683054,1,2015,1,28,7,12
103,0.5054883467225402,0.8076210970011289,0.4161505015706339,0.3632072594821998,0.49178334967289417,0.1760578735584294,0.7455726874804335,0.5009249508690731,1,2015,1,5,21,11
167,0.6474936412336563,0.5944263849725194,0.3783526484727968,0.23682279609029894,0.28986220763244386,0.7495920302703105,0.24221264572579265,0.2728783428600643,1,2015,1,12,13,58
173,0.5310605008445846,0.7584341807576972,0.5157125429843272,0.41395737562193397,0.3240713191348979,0.33389546292747313,0.8617164289797299,0.8977722830905012,1,2015,1,20,4,26
193,0.5155162946473376,0.45112326040700934,0.35345596475663665,0.5625864975285895,0.34499394414832024,0.7109861651836714,0.6924443174795218,0.44613149400623037,1,2015,1,27,11,33
180,0.5314020635805543,0.5529015258760784,0.5598618751914979,0.6221411902373218,0.5566775308795714,0.7578010892366446,0.8516560781847023,0.41337385313670216,1,2015,2,19,6,50
184,0.3503533395166186,0.3536984057531158,0.5395324513151958,0.3872755087288768,0.515855885137005,0.8760216645788499,0.194546426051687,0.8625989755690457,1,2015,2,23,5,27
161,0.49498774216298574,0.7202714573363125,0.1427528757560208,0.49162748567387116,0.5299642087850338,0.4436676942197161,0.24854726677681127,0.8862439201277631,1,2015,1,26,2,20
109,0.6274040551330274,0.5226670834403875,0.5042258405901174,0.2784478717935809,0.525615729998178,0.852964038270108,0.1829011533478009,0.4730400394589771,1,2015,1,27,21,19
125,0.39193990977051757,0.4558022208780985,0.4324655533832347,0.3140043374256296,0.4239181161744569,0.6942195169047217,0.22360986592811063,0.4569222399945639,1,2015,1,9,10,59
195,0.5425050835604913,0.6827771077179233,0.45825641191156125,0.3804438984717685,0.5279614059710083,0.5591276686101501,0.9799572230918778,0.6158356703098662,1,2015,1,1,8,2
184,0.5118790627483449,0.45781486722203407,0.4305593518749422,0.5486160767999706,0.567924407597177,0.4659903361284446,0.11137081478078618,0.20479724244358832,1,2015,2,3,16,46
101,0.6858405243323435,0.4247896716259718,0.48182500911207793,0.2981635893631378,0.2995244315326164,0.7008056165894597,0.9192250273869801,0.7316185262548747,1,2015,1,6,12,29
102,0.3550653683166876,0.600840180528347,0.2566057166550715,0.511939775416895,0.40769050163139564,0.8650666393664121,0.9157957978705585,0.6997007990645286,1,2015,1,23,21,48
191,0.36475254798901596,0.6396950461614314,0.44930893829858964,0.44171287854296193,0.3256033432526859,0.8624156330523238,0.798994378640836,0.4680662020154516,1,2015,1,16,12,51
134,0.7532680724541317,0.4109311053636681,0.447809615058908,0.5420206413216223,0.47643847955841284,0.8385147242722996,0.13730982891494414,0.5958131135386693,1,2015,2,1,5,19
161,0.6653126042552451,0.586250156655287,0.41175630757382803,0.35598773223089014,0.6674566181546872,0.2110661452038186,0.5632561187996856,0.2114867029027561,1,2015,1,25,2,54
121,0.5305557940426027,0.6575832938908766,0.3554872225560232,0.5143865073942833,0.6085016092527104,0.1520445011961082,0.46873822736805515,0.8249128564470137,1,2015,1,15,17,49
178,0.7286333225248897,0.6614399352185493,0.21284436869081585,0.27722337948114845,0.784793226234548,0.26431409882905155,0.912251390871158,0.4126415731095126,1,2015,1,19,7,43
120,0.592387029525521,0.579327077625287,0.5389962151370861,0.579107401369208,0.3789294986603476,0.3140917577870523,0.6913740045849739,0.8540245381684706,1,2015,2,15,22,6
116,0.5640270878478912,0.40486739356799906,0.532299275297128,0.5361515308182242,0.46920488882677236,0.4773223118803883,0.9545952389467935,0.5792320058029597,1,2015,1,7,10,10
197,0.5864494090699158,0.49736529161493914,0.601428192479313,0.5363999804614754,0.7200379304168968,0.8988081520961692,0.9876731620736332,0.013325985923275217,1,2015,1,1,20,45
182,0.6966770767291965,0.6321277987329037,0.21536089217945684,0.4722904447652719,0.5007336562078173,0.8140537402158525,0.703076228215769,0.5729004491988576,1,2015,1,3,19,3
192,0.34165293343522823,0.6357215101861888,0.22035251154818042,0.40825158911960086,0.5032463763709774,0.3248907713344945,0.39385951221988236,0.6424984836228135,1,2015,1,21,7,22
184,0.47431548524466033,0.5831520557252685,0.2905145299440496,0.5533643805816749,0.7335325995311448,0.5166044673020145,0.46241387366558023,0.8203549898303631,1,2015,1,10,8,8
159,0.5310941290435048,0.629497391175722,0.14205933605992782,0.6802023931480264,0.6034050951558814,0.4742977744552835,0.05069888073759262,0.7741222276398456,1,2015,1,30,0,17
128,0.43471892345102187,0.4538699467759294,0.3222559672492408,0.4705189849670883,0.6407136184820705,0.4007041450478339,0.407416456948911,0.7088252216754353,1,2015,1,13,18,7
146,0.35972728964850875,0.5933539444203221,0.5208559908671457,0.6080377315452701,0.5168391628348578,0.6572489431750208,0.6863823554943057,0.488386189265441,1,2015,1,5,15,9
114,0.7291766093084698,0.5661898113369394,0.44105404682164423,0.6192147830702723,0.553216064519908,0.3516990971901266,0.07358404999900788,0.5152665492565095,1,2015,1,15,13,10
168,0.7730593115629043,0.5156413762731646,0.6119202469009943,0.5266489937200723,0.5942172773824469,0.6458429490462927,0.9597413445736801,0.618068241217833,1,2015,1,3,12,14
105,0.5209782340264935,0.5235098822616041,0.44371740113768127,0.6065619021251301,0.7114360872374973,0.44582818980155553,0.8960457418346376,0.573119689463283,1,2015,1,1,10,15
104,0.4968091308465852,0.6132111495133701,0.31814622041785295,0.6123189450304858,0.5552278538269206,0.5654615947648386,0.5515283585107627,0.16069614559772769,1,2015,2,3,9,40
173,0.33878860384606596,0.4143670728250575,0.5147768132112857,0.6227770471888521,0.6795753042025772,0.6971611943410958,0.3692094467952863,0.2850565943991691,1,2015,1,3,7,39
